grid_point_id,date,grid_latitude,grid_longitude,sst_celsius,sst_anomaly_celsius,quality_level,satellite_product,resolution_deg
838,2026-08-25,17.0,70.0,28.51,1.11,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
839,2026-08-25,17.0,84.0,28.31,0.91,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
840,2026-08-25,17.0,84.5,28.38,0.98,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
841,2026-08-25,17.0,85.0,28.19,0.79,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
842,2026-08-25,17.0,85.5,27.87,0.47,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
843,2026-08-25,17.0,86.0,27.92,0.52,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
844,2026-08-25,17.0,86.5,28.51,1.11,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
845,2026-08-25,17.0,87.0,28.11,0.71,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
846,2026-08-25,17.0,87.5,28.37,0.97,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
847,2026-08-25,17.0,88.0,27.98,0.58,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
848,2026-08-25,17.0,88.5,28.2,0.8,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
849,2026-08-25,17.0,89.0,27.94,0.54,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
850,2026-08-25,17.0,89.5,28.4,1.0,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
851,2026-08-25,17.0,90.0,27.95,0.55,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
852,2026-08-25,17.0,90.5,28.32,0.92,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
853,2026-08-25,17.0,91.0,27.94,0.54,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
854,2026-08-25,17.0,91.5,28.4,1.0,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
855,2026-08-25,17.0,92.0,28.18,0.78,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
856,2026-08-25,17.0,92.5,28.12,0.72,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
857,2026-08-25,17.0,93.0,28.07,0.67,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
858,2026-08-25,17.0,93.5,28.31,0.91,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
859,2026-08-25,17.0,94.0,27.89,0.49,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
860,2026-08-25,17.5,68.0,28.37,1.02,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
861,2026-08-25,17.5,68.5,28.3,0.95,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
862,2026-08-25,17.5,69.0,28.03,0.68,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
863,2026-08-25,17.5,69.5,28.45,1.1,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
864,2026-08-25,17.5,70.0,28.35,1.0,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
865,2026-08-25,17.5,84.5,27.96,0.61,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
866,2026-08-25,17.5,85.0,28.39,1.04,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
867,2026-08-25,17.5,85.5,27.84,0.49,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
868,2026-08-25,17.5,86.0,28.25,0.9,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
869,2026-08-25,17.5,86.5,27.86,0.51,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
870,2026-08-25,17.5,87.0,28.45,1.1,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
871,2026-08-25,17.5,87.5,27.8,0.45,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
872,2026-08-25,17.5,88.0,27.93,0.58,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
873,2026-08-25,17.5,88.5,28.14,0.79,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
874,2026-08-25,17.5,89.0,28.18,0.83,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
875,2026-08-25,17.5,89.5,28.13,0.78,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
876,2026-08-25,17.5,90.0,28.29,0.94,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
877,2026-08-25,17.5,90.5,27.77,0.42,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
878,2026-08-25,17.5,91.0,28.16,0.81,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
879,2026-08-25,17.5,91.5,28.2,0.85,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
880,2026-08-25,17.5,92.0,27.92,0.57,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
881,2026-08-25,17.5,92.5,28.23,0.88,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
882,2026-08-25,17.5,93.0,28.23,0.88,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
883,2026-08-25,17.5,93.5,28.14,0.79,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
884,2026-08-25,17.5,94.0,27.95,0.6,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
885,2026-08-25,18.0,68.0,28.0,0.7,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
886,2026-08-25,18.0,68.5,27.9,0.6,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
887,2026-08-25,18.0,69.0,28.25,0.95,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
888,2026-08-25,18.0,69.5,28.14,0.84,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
889,2026-08-25,18.0,70.0,27.82,0.52,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
890,2026-08-25,18.0,84.5,28.11,0.81,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
891,2026-08-25,18.0,85.0,28.34,1.04,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
892,2026-08-25,18.0,85.5,28.29,0.99,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
893,2026-08-25,18.0,86.0,28.33,1.03,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
894,2026-08-25,18.0,86.5,28.35,1.05,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
895,2026-08-25,18.0,87.0,27.84,0.54,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
896,2026-08-25,18.0,87.5,28.21,0.91,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
897,2026-08-25,18.0,88.0,28.16,0.86,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
898,2026-08-25,18.0,88.5,27.73,0.43,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
899,2026-08-25,18.0,89.0,28.25,0.95,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
900,2026-08-25,18.0,89.5,27.86,0.56,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
901,2026-08-25,18.0,90.0,28.35,1.05,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
902,2026-08-25,18.0,90.5,28.29,0.99,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
903,2026-08-25,18.0,91.0,28.25,0.95,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
904,2026-08-25,18.0,91.5,28.2,0.9,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
905,2026-08-25,18.0,92.0,28.04,0.74,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
906,2026-08-25,18.0,92.5,28.27,0.97,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
907,2026-08-25,18.0,93.0,28.28,0.98,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
908,2026-08-25,18.0,93.5,27.78,0.48,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
909,2026-08-25,18.0,94.0,27.94,0.64,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
910,2026-08-25,18.5,68.0,27.87,0.62,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
911,2026-08-25,18.5,68.5,27.74,0.49,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
912,2026-08-25,18.5,69.0,28.33,1.08,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
913,2026-08-25,18.5,69.5,28.06,0.81,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
914,2026-08-25,18.5,70.0,28.06,0.81,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
915,2026-08-25,18.5,84.5,27.92,0.67,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
916,2026-08-25,18.5,85.0,28.19,0.94,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
917,2026-08-25,18.5,85.5,27.98,0.73,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
918,2026-08-25,18.5,86.0,28.17,0.92,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
919,2026-08-25,18.5,86.5,28.26,1.01,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
920,2026-08-25,18.5,87.0,28.11,0.86,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
921,2026-08-25,18.5,87.5,28.09,0.84,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
922,2026-08-25,18.5,88.0,28.2,0.95,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
923,2026-08-25,18.5,88.5,28.0,0.75,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
924,2026-08-25,18.5,89.0,28.22,0.97,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
925,2026-08-25,18.5,89.5,27.71,0.46,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
926,2026-08-25,18.5,90.0,27.82,0.57,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
927,2026-08-25,18.5,90.5,28.3,1.05,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
928,2026-08-25,18.5,91.0,27.77,0.52,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
929,2026-08-25,18.5,91.5,27.97,0.72,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
930,2026-08-25,18.5,92.0,27.99,0.74,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
931,2026-08-25,18.5,92.5,27.94,0.69,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
932,2026-08-25,18.5,93.0,28.26,1.01,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
933,2026-08-25,18.5,93.5,28.17,0.92,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
934,2026-08-25,18.5,94.0,28.22,0.97,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
935,2026-08-25,19.0,68.0,28.28,1.08,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
936,2026-08-25,19.0,68.5,28.27,1.07,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
937,2026-08-25,19.0,69.0,28.21,1.01,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
938,2026-08-25,19.0,69.5,27.99,0.79,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
939,2026-08-25,19.0,85.0,27.8,0.6,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
940,2026-08-25,19.0,85.5,28.1,0.9,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
941,2026-08-25,19.0,86.0,28.25,1.05,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
942,2026-08-25,19.0,86.5,28.28,1.08,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
943,2026-08-25,19.0,87.0,28.02,0.82,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
944,2026-08-25,19.0,87.5,28.08,0.88,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
945,2026-08-25,19.0,88.0,27.79,0.59,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
946,2026-08-25,19.0,88.5,27.73,0.53,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
947,2026-08-25,19.0,89.0,28.04,0.84,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
948,2026-08-25,19.0,89.5,27.75,0.55,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
949,2026-08-25,19.0,90.0,27.87,0.67,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
950,2026-08-25,19.0,90.5,27.93,0.73,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
951,2026-08-25,19.0,91.0,28.24,1.04,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
952,2026-08-25,19.0,91.5,28.27,1.07,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
953,2026-08-25,19.0,92.0,27.76,0.56,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
954,2026-08-25,19.0,92.5,27.68,0.48,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
955,2026-08-25,19.0,93.0,27.75,0.55,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
956,2026-08-25,19.0,93.5,27.95,0.75,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
957,2026-08-25,19.0,94.0,28.14,0.94,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
958,2026-08-25,19.5,68.0,27.9,0.75,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
959,2026-08-25,19.5,68.5,28.18,1.03,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
960,2026-08-25,19.5,69.0,27.98,0.83,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
961,2026-08-25,19.5,69.5,27.87,0.72,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
962,2026-08-25,19.5,85.0,28.07,0.92,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
963,2026-08-25,19.5,85.5,28.2,1.05,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
964,2026-08-25,19.5,86.0,27.76,0.61,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
965,2026-08-25,19.5,86.5,27.72,0.57,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
966,2026-08-25,19.5,87.0,27.68,0.53,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
967,2026-08-25,19.5,87.5,27.9,0.75,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
968,2026-08-25,19.5,88.0,27.86,0.71,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
969,2026-08-25,19.5,88.5,27.7,0.55,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
970,2026-08-25,19.5,89.0,28.04,0.89,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
971,2026-08-25,19.5,89.5,27.74,0.59,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
972,2026-08-25,19.5,90.0,28.06,0.91,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
973,2026-08-25,19.5,90.5,28.12,0.97,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
974,2026-08-25,19.5,91.0,28.14,0.99,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
975,2026-08-25,19.5,91.5,27.63,0.48,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
976,2026-08-25,19.5,92.0,27.74,0.59,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
977,2026-08-25,19.5,92.5,27.9,0.75,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
978,2026-08-25,19.5,93.0,28.12,0.97,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
979,2026-08-25,19.5,93.5,27.81,0.66,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
980,2026-08-25,19.5,94.0,27.99,0.84,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
981,2026-08-25,20.0,68.0,27.79,0.69,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
982,2026-08-25,20.0,68.5,27.49,0.39,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
983,2026-08-25,20.0,69.0,27.69,0.59,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
984,2026-08-25,20.0,69.5,28.0,0.9,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
985,2026-08-25,20.0,70.0,27.98,0.88,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
986,2026-08-25,20.0,70.5,28.09,0.99,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
987,2026-08-25,20.0,71.0,27.89,0.79,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
988,2026-08-25,20.0,71.5,28.01,0.91,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
989,2026-08-25,20.0,72.0,27.76,0.66,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
990,2026-08-25,20.0,72.5,27.71,0.61,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
991,2026-08-25,20.0,73.0,27.71,0.61,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
992,2026-08-25,20.0,73.5,27.58,0.48,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
993,2026-08-25,20.0,74.0,27.78,0.68,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
994,2026-08-25,20.0,74.5,28.04,0.94,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
995,2026-08-25,20.0,75.0,27.48,0.38,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
996,2026-08-25,20.0,75.5,27.87,0.77,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
997,2026-08-25,20.0,76.0,27.59,0.49,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
998,2026-08-25,20.0,76.5,27.99,0.89,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
999,2026-08-25,20.0,77.0,27.57,0.47,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1000,2026-08-25,20.0,77.5,27.58,0.48,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1001,2026-08-25,20.0,78.0,27.5,0.4,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1002,2026-08-25,20.0,78.5,27.78,0.68,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1003,2026-08-25,20.0,79.0,27.92,0.82,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1004,2026-08-25,20.0,79.5,27.67,0.57,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1005,2026-08-25,20.0,80.0,27.5,0.4,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1006,2026-08-25,20.0,80.5,28.12,1.02,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1007,2026-08-25,20.0,81.0,28.07,0.97,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1008,2026-08-25,20.0,81.5,27.79,0.69,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1009,2026-08-25,20.0,82.0,28.05,0.95,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1010,2026-08-25,20.0,82.5,28.03,0.93,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1011,2026-08-25,20.0,83.0,27.86,0.76,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1012,2026-08-25,20.0,83.5,27.84,0.74,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1013,2026-08-25,20.0,84.0,27.93,0.83,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1014,2026-08-25,20.0,84.5,27.98,0.88,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1015,2026-08-25,20.0,85.0,28.04,0.94,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1016,2026-08-25,20.0,85.5,27.87,0.77,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1017,2026-08-25,20.0,86.0,27.99,0.89,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1018,2026-08-25,20.0,86.5,27.6,0.5,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1019,2026-08-25,20.0,87.0,27.99,0.89,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1020,2026-08-25,20.0,87.5,27.51,0.41,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1021,2026-08-25,20.0,88.0,27.93,0.83,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1022,2026-08-25,20.0,88.5,27.97,0.87,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1023,2026-08-25,20.0,89.0,28.15,1.05,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1024,2026-08-25,20.0,89.5,27.77,0.67,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1025,2026-08-25,20.0,90.0,27.55,0.45,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1026,2026-08-25,20.0,90.5,27.7,0.6,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1027,2026-08-25,20.0,91.0,27.76,0.66,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1028,2026-08-25,20.0,91.5,28.01,0.91,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1029,2026-08-25,20.0,92.0,27.6,0.5,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1030,2026-08-25,20.0,92.5,27.59,0.49,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1031,2026-08-25,20.0,93.0,27.62,0.52,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1032,2026-08-25,20.0,93.5,27.63,0.53,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1033,2026-08-25,20.0,94.0,28.12,1.02,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1034,2026-08-25,20.5,68.0,27.52,0.47,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1035,2026-08-25,20.5,68.5,27.7,0.65,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1036,2026-08-25,20.5,69.0,27.69,0.64,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1037,2026-08-25,20.5,69.5,27.5,0.45,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
1038,2026-08-25,20.5,70.0,27.49,0.44,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
