track_id,cyclone_id,cyclone_name,season,basin,subbasin,observation_dt,latitude,longitude,max_sustained_wind_knots,max_sustained_wind_kmph,central_barometric_pressure_hpa,wmo_cyclone_stage,distance_to_land_km,storm_translation_speed_kmph,storm_heading_deg,official_landfall_location,source
89,2021134N10072,TAUKTAE,2021,NI (North Indian Ocean),ARB,2021-05-20 12:00:00,18.6104,71.587,84.9,157.2,962.1,Very Severe Cyclonic Storm (VSCS),109.2,16.3,320.2,Una (Gujarat Coast),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
90,2021134N10072,TAUKTAE,2021,NI (North Indian Ocean),ARB,2021-05-20 18:00:00,18.9778,71.5096,79.1,146.5,964.4,Very Severe Cyclonic Storm (VSCS),88.4,17.3,320.6,Una (Gujarat Coast),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
91,2021134N10072,TAUKTAE,2021,NI (North Indian Ocean),ARB,2021-05-21 00:00:00,19.3439,71.4302,73.7,136.5,966.8,Very Severe Cyclonic Storm (VSCS),61.0,17.5,303.7,Una (Gujarat Coast),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
92,2021134N10072,TAUKTAE,2021,NI (North Indian Ocean),ARB,2021-05-21 06:00:00,19.7089,71.3491,69.6,128.9,969.1,Very Severe Cyclonic Storm (VSCS),44.5,16.8,304.8,Una (Gujarat Coast),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
93,2021134N10072,TAUKTAE,2021,NI (North Indian Ocean),ARB,2021-05-21 12:00:00,20.0731,71.2668,66.4,123.0,971.4,Very Severe Cyclonic Storm (VSCS),24.4,14.1,307.2,Una (Gujarat Coast),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
94,2021134N10072,TAUKTAE,2021,NI (North Indian Ocean),ARB,2021-05-21 18:00:00,20.4367,71.1836,61.8,114.5,973.8,Severe Cyclonic Storm (SCS),7.9,19.1,303.9,Una (Gujarat Coast),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
95,2021134N10072,TAUKTAE,2021,NI (North Indian Ocean),ARB,2021-05-22 00:00:00,20.8,71.1,56.5,104.6,976.1,Severe Cyclonic Storm (SCS),8.2,12.4,310.5,Una (Gujarat Coast),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
96,2021144N16089,YAAS,2021,NI (North Indian Ocean),BOB,2021-05-15 00:00:00,15.5,89.0,27.6,51.1,994.7,Depression (D),461.5,16.2,301.2,Dhamra Port (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
97,2021144N16089,YAAS,2021,NI (North Indian Ocean),BOB,2021-05-15 06:00:00,15.8263,88.8531,29.8,55.2,992.6,Deep Depression (DD),430.3,18.8,329.3,Dhamra Port (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
98,2021144N16089,YAAS,2021,NI (North Indian Ocean),BOB,2021-05-15 12:00:00,16.1518,88.7073,35.0,64.8,990.6,Cyclonic Storm (CS),401.2,13.7,312.8,Dhamra Port (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
99,2021144N16089,YAAS,2021,NI (North Indian Ocean),BOB,2021-05-15 18:00:00,16.4758,88.5638,38.3,70.9,988.5,Cyclonic Storm (CS),381.1,12.1,316.6,Dhamra Port (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
100,2021144N16089,YAAS,2021,NI (North Indian Ocean),BOB,2021-05-16 00:00:00,16.7976,88.4237,41.1,76.1,986.5,Cyclonic Storm (CS),355.1,12.5,326.6,Dhamra Port (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
101,2021144N16089,YAAS,2021,NI (North Indian Ocean),BOB,2021-05-16 06:00:00,17.1164,88.2879,45.2,83.7,984.4,Cyclonic Storm (CS),324.2,13.8,315.8,Dhamra Port (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
102,2021144N16089,YAAS,2021,NI (North Indian Ocean),BOB,2021-05-16 12:00:00,17.4318,88.1573,52.1,96.5,982.4,Severe Cyclonic Storm (SCS),314.5,17.4,324.0,Dhamra Port (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
103,2021144N16089,YAAS,2021,NI (North Indian Ocean),BOB,2021-05-16 18:00:00,17.7432,88.0327,52.9,98.0,980.3,Severe Cyclonic Storm (SCS),306.1,12.9,304.8,Dhamra Port (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
104,2021144N16089,YAAS,2021,NI (North Indian Ocean),BOB,2021-05-17 00:00:00,18.0502,87.9147,58.6,108.5,978.2,Severe Cyclonic Storm (SCS),255.1,11.8,326.6,Dhamra Port (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
105,2021144N16089,YAAS,2021,NI (North Indian Ocean),BOB,2021-05-17 06:00:00,18.3525,87.8037,63.3,117.2,976.2,Severe Cyclonic Storm (SCS),246.4,14.8,303.2,Dhamra Port (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
106,2021144N16089,YAAS,2021,NI (North Indian Ocean),BOB,2021-05-17 12:00:00,18.65,87.7,66.6,123.3,974.1,Very Severe Cyclonic Storm (VSCS),211.2,15.9,321.8,Dhamra Port (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
107,2021144N16089,YAAS,2021,NI (North Indian Ocean),BOB,2021-05-17 18:00:00,18.9425,87.6037,69.5,128.7,972.1,Very Severe Cyclonic Storm (VSCS),193.4,15.8,316.4,Dhamra Port (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
108,2021144N16089,YAAS,2021,NI (North Indian Ocean),BOB,2021-05-18 00:00:00,19.2302,87.5147,76.5,141.7,970.0,Very Severe Cyclonic Storm (VSCS),176.4,11.8,300.4,Dhamra Port (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
109,2021144N16089,YAAS,2021,NI (North Indian Ocean),BOB,2021-05-18 06:00:00,19.5132,87.4327,71.8,133.0,972.1,Very Severe Cyclonic Storm (VSCS),147.4,14.2,303.5,Dhamra Port (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
110,2021144N16089,YAAS,2021,NI (North Indian Ocean),BOB,2021-05-18 12:00:00,19.7918,87.3573,68.4,126.7,974.3,Very Severe Cyclonic Storm (VSCS),137.5,12.8,326.2,Dhamra Port (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
111,2021144N16089,YAAS,2021,NI (North Indian Ocean),BOB,2021-05-18 18:00:00,20.0664,87.2879,62.9,116.5,976.4,Severe Cyclonic Storm (SCS),106.5,17.4,326.9,Dhamra Port (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
112,2021144N16089,YAAS,2021,NI (North Indian Ocean),BOB,2021-05-19 00:00:00,20.3376,87.2237,59.2,109.6,978.5,Severe Cyclonic Storm (SCS),75.2,13.3,324.5,Dhamra Port (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
113,2021144N16089,YAAS,2021,NI (North Indian Ocean),BOB,2021-05-19 06:00:00,20.6058,87.1638,53.3,98.7,980.7,Severe Cyclonic Storm (SCS),62.4,16.4,305.3,Dhamra Port (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
114,2021144N16089,YAAS,2021,NI (North Indian Ocean),BOB,2021-05-19 12:00:00,20.8718,87.1073,49.2,91.1,982.8,Severe Cyclonic Storm (SCS),43.2,14.8,311.7,Dhamra Port (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
115,2021144N16089,YAAS,2021,NI (North Indian Ocean),BOB,2021-05-19 18:00:00,21.1363,87.0531,44.6,82.6,985.0,Cyclonic Storm (CS),37.5,17.0,326.4,Dhamra Port (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
116,2021144N16089,YAAS,2021,NI (North Indian Ocean),BOB,2021-05-20 00:00:00,21.4,87.0,42.9,79.5,987.1,Cyclonic Storm (CS),10.7,14.6,329.1,Dhamra Port (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
117,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-15 00:00:00,10.4,86.5,49.3,91.3,977.2,Severe Cyclonic Storm (SCS),443.8,11.5,310.9,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
118,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-15 06:00:00,10.8969,86.5358,55.4,102.6,973.2,Severe Cyclonic Storm (SCS),429.1,11.1,318.3,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
119,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-15 12:00:00,11.3934,86.5724,60.7,112.4,969.3,Severe Cyclonic Storm (SCS),398.2,11.1,311.0,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
120,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-15 18:00:00,11.889,86.6102,68.8,127.4,965.3,Very Severe Cyclonic Storm (VSCS),379.1,17.0,325.6,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
121,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-16 00:00:00,12.3833,86.65,76.0,140.8,961.3,Very Severe Cyclonic Storm (VSCS),374.0,12.5,314.2,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
122,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-16 06:00:00,12.8759,86.6924,81.2,150.4,957.3,Very Severe Cyclonic Storm (VSCS),358.9,18.4,311.1,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
123,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-16 12:00:00,13.3664,86.7379,87.4,161.9,953.4,Very Severe Cyclonic Storm (VSCS),351.6,15.5,323.2,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
124,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-16 18:00:00,13.8545,86.787,93.1,172.4,949.4,Extremely Severe Cyclonic Storm (ESCS),306.7,14.4,306.7,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
125,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-17 00:00:00,14.3399,86.8402,97.6,180.8,945.4,Extremely Severe Cyclonic Storm (ESCS),287.2,13.4,305.7,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
126,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-17 06:00:00,14.8223,86.8978,107.7,199.5,941.5,Extremely Severe Cyclonic Storm (ESCS),285.2,15.1,320.0,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
127,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-17 12:00:00,15.3015,86.9602,113.2,209.6,937.5,Extremely Severe Cyclonic Storm (ESCS),247.7,16.3,313.8,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
128,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-17 18:00:00,15.7775,87.0276,116.5,215.8,933.5,Extremely Severe Cyclonic Storm (ESCS),246.4,17.3,312.7,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
129,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-18 00:00:00,16.25,87.1,126.1,233.5,929.5,Super Cyclonic Storm (SuCS),213.0,17.1,314.7,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
130,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-18 06:00:00,16.7191,87.1776,132.5,245.4,925.6,Super Cyclonic Storm (SuCS),196.7,11.8,306.3,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
131,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-18 12:00:00,17.1849,87.2602,138.7,256.9,921.6,Super Cyclonic Storm (SuCS),199.6,13.3,307.8,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
132,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-18 18:00:00,17.6473,87.3478,135.2,250.4,922.5,Super Cyclonic Storm (SuCS),158.0,17.6,321.2,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
133,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-19 00:00:00,18.1065,87.4402,130.2,241.1,926.6,Super Cyclonic Storm (SuCS),162.9,14.3,321.0,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
134,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-19 06:00:00,18.5628,87.537,123.5,228.7,930.7,Super Cyclonic Storm (SuCS),140.6,16.0,311.2,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
135,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-19 12:00:00,19.0164,87.6379,115.7,214.3,934.9,Extremely Severe Cyclonic Storm (ESCS),98.8,13.3,320.5,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
136,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-19 18:00:00,19.4676,87.7424,110.3,204.3,939.0,Extremely Severe Cyclonic Storm (ESCS),80.4,17.0,318.2,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
137,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-20 00:00:00,19.9167,87.85,104.3,193.2,943.1,Extremely Severe Cyclonic Storm (ESCS),64.9,18.2,311.7,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
138,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-20 06:00:00,20.364,87.9602,97.3,180.2,947.2,Extremely Severe Cyclonic Storm (ESCS),50.8,18.6,314.2,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
139,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-20 12:00:00,20.8101,88.0724,88.5,163.9,951.4,Very Severe Cyclonic Storm (VSCS),48.2,13.6,307.0,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
140,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-20 18:00:00,21.2553,88.1858,82.4,152.6,955.5,Very Severe Cyclonic Storm (VSCS),31.4,18.0,305.3,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
141,2020137N10086,AMPHAN,2020,NI (North Indian Ocean),BOB,2020-05-21 00:00:00,21.7,88.3,77.0,142.6,959.6,Very Severe Cyclonic Storm (VSCS),0.0,16.7,319.4,Digha / Sundarbans (WB),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
142,2020153N14071,NISARGA,2020,NI (North Indian Ocean),ARB,2020-05-15 00:00:00,14.0,71.5,22.6,41.9,999.6,Depression (D),457.6,18.1,321.4,Alibag (Maharashtra),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
143,2020153N14071,NISARGA,2020,NI (North Indian Ocean),ARB,2020-05-15 06:00:00,14.3078,71.646,24.7,45.7,998.0,Depression (D),414.3,11.3,322.7,Alibag (Maharashtra),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
144,2020153N14071,NISARGA,2020,NI (North Indian Ocean),ARB,2020-05-15 12:00:00,14.614,71.7898,27.5,50.9,996.4,Depression (D),391.6,11.2,304.9,Alibag (Maharashtra),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
145,2020153N14071,NISARGA,2020,NI (North Indian Ocean),ARB,2020-05-15 18:00:00,14.9174,71.9292,32.5,60.2,994.7,Deep Depression (DD),372.3,13.7,325.0,Alibag (Maharashtra),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
146,2020153N14071,NISARGA,2020,NI (North Indian Ocean),ARB,2020-05-16 00:00:00,15.2164,72.0621,36.9,68.3,993.1,Cyclonic Storm (CS),330.5,18.7,319.0,Alibag (Maharashtra),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
147,2020153N14071,NISARGA,2020,NI (North Indian Ocean),ARB,2020-05-16 06:00:00,15.51,72.1869,42.8,79.3,991.5,Cyclonic Storm (CS),297.0,16.8,311.4,Alibag (Maharashtra),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
148,2020153N14071,NISARGA,2020,NI (North Indian Ocean),ARB,2020-05-16 12:00:00,15.7973,72.3022,43.8,81.1,989.9,Cyclonic Storm (CS),282.8,16.5,310.9,Alibag (Maharashtra),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
149,2020153N14071,NISARGA,2020,NI (North Indian Ocean),ARB,2020-05-16 18:00:00,16.0774,72.4067,50.7,93.9,988.2,Severe Cyclonic Storm (SCS),247.4,12.5,301.2,Alibag (Maharashtra),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
150,2020153N14071,NISARGA,2020,NI (North Indian Ocean),ARB,2020-05-17 00:00:00,16.35,72.5,51.5,95.4,986.6,Severe Cyclonic Storm (SCS),224.8,11.7,327.7,Alibag (Maharashtra),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
151,2020153N14071,NISARGA,2020,NI (North Indian Ocean),ARB,2020-05-17 06:00:00,16.6149,72.5817,57.3,106.1,985.0,Severe Cyclonic Storm (SCS),182.1,14.4,309.4,Alibag (Maharashtra),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
152,2020153N14071,NISARGA,2020,NI (North Indian Ocean),ARB,2020-05-17 12:00:00,16.8723,72.6522,58.6,108.5,984.7,Severe Cyclonic Storm (SCS),181.4,17.4,324.0,Alibag (Maharashtra),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
153,2020153N14071,NISARGA,2020,NI (North Indian Ocean),ARB,2020-05-17 18:00:00,17.1225,72.7119,55.3,102.4,986.4,Severe Cyclonic Storm (SCS),134.6,12.3,308.4,Alibag (Maharashtra),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
154,2020153N14071,NISARGA,2020,NI (North Indian Ocean),ARB,2020-05-18 00:00:00,17.3664,72.7621,48.8,90.4,988.0,Severe Cyclonic Storm (SCS),101.7,12.8,318.5,Alibag (Maharashtra),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
155,2020153N14071,NISARGA,2020,NI (North Indian Ocean),ARB,2020-05-18 06:00:00,17.6049,72.8042,46.8,86.7,989.7,Cyclonic Storm (CS),87.3,19.4,309.5,Alibag (Maharashtra),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
156,2020153N14071,NISARGA,2020,NI (North Indian Ocean),ARB,2020-05-18 12:00:00,17.839,72.8398,41.2,76.3,991.4,Cyclonic Storm (CS),56.3,14.9,328.0,Alibag (Maharashtra),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
157,2020153N14071,NISARGA,2020,NI (North Indian Ocean),ARB,2020-05-18 18:00:00,18.0703,72.871,37.4,69.3,993.1,Cyclonic Storm (CS),20.7,13.1,324.4,Alibag (Maharashtra),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
158,2020153N14071,NISARGA,2020,NI (North Indian Ocean),ARB,2020-05-19 00:00:00,18.3,72.9,33.1,61.3,994.8,Deep Depression (DD),14.2,12.0,312.7,Alibag (Maharashtra),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
159,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-15 00:00:00,5.2,88.5,40.8,75.6,981.4,Cyclonic Storm (CS),437.5,15.9,329.2,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
160,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-15 06:00:00,5.623,88.3989,43.7,80.9,979.1,Cyclonic Storm (CS),434.9,12.2,323.6,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
161,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-15 12:00:00,6.0458,88.2979,47.8,88.5,976.8,Cyclonic Storm (CS),412.0,18.6,327.3,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
162,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-15 18:00:00,6.4684,88.1974,52.5,97.2,974.5,Severe Cyclonic Storm (SCS),404.8,17.8,308.8,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
163,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-16 00:00:00,6.8906,88.0974,54.3,100.6,972.3,Severe Cyclonic Storm (SCS),407.5,13.2,312.4,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
164,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-16 06:00:00,7.3123,87.9982,56.2,104.1,970.0,Severe Cyclonic Storm (SCS),376.9,19.4,300.9,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
165,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-16 12:00:00,7.7333,87.9,60.1,111.3,967.7,Severe Cyclonic Storm (SCS),381.3,13.9,307.7,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
166,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-16 18:00:00,8.1536,87.8029,65.9,122.0,965.4,Very Severe Cyclonic Storm (VSCS),360.5,12.9,322.3,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
167,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-17 00:00:00,8.573,87.7072,67.8,125.6,963.1,Very Severe Cyclonic Storm (VSCS),364.1,17.5,320.5,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
168,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-17 06:00:00,8.9914,87.6129,71.1,131.7,960.8,Very Severe Cyclonic Storm (VSCS),323.7,15.8,316.8,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
169,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-17 12:00:00,9.4088,87.5202,74.9,138.7,958.5,Very Severe Cyclonic Storm (VSCS),323.6,12.0,311.8,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
170,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-17 18:00:00,9.8249,87.4293,78.7,145.8,956.2,Very Severe Cyclonic Storm (VSCS),300.2,19.5,327.5,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
171,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-18 00:00:00,10.2399,87.3402,82.4,152.6,954.0,Very Severe Cyclonic Storm (VSCS),286.8,14.6,304.9,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
172,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-18 06:00:00,10.6535,87.2531,87.0,161.1,951.7,Very Severe Cyclonic Storm (VSCS),281.7,16.9,300.1,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
173,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-18 12:00:00,11.0657,87.1681,86.8,160.8,949.4,Very Severe Cyclonic Storm (VSCS),271.3,15.4,320.1,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
174,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-18 18:00:00,11.4765,87.0852,91.4,169.3,947.1,Extremely Severe Cyclonic Storm (ESCS),268.4,17.4,312.2,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
175,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-19 00:00:00,11.8859,87.0046,95.8,177.4,944.8,Extremely Severe Cyclonic Storm (ESCS),247.7,19.4,306.1,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
176,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-19 06:00:00,12.2937,86.9261,100.6,186.3,942.5,Extremely Severe Cyclonic Storm (ESCS),241.6,15.6,305.9,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
177,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-19 12:00:00,12.7,86.85,102.8,190.4,940.2,Extremely Severe Cyclonic Storm (ESCS),216.5,14.9,325.8,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
178,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-19 18:00:00,13.1048,86.7761,105.9,196.1,937.9,Extremely Severe Cyclonic Storm (ESCS),223.6,19.4,310.1,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
179,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-20 00:00:00,13.5081,86.7046,107.8,199.6,935.7,Extremely Severe Cyclonic Storm (ESCS),193.6,12.6,300.9,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
