current_id,date,grid_latitude,grid_longitude,current_u_velocity_mps,current_v_velocity_mps,surface_current_speed_mps,surface_current_speed_knots,current_direction_deg,current_regime,depth_m,source
726,2026-08-24,23.0,85.0,0.2,0.212,0.291,0.57,43.3,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
727,2026-08-24,23.0,86.0,0.122,0.224,0.255,0.5,28.6,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
728,2026-08-24,23.0,87.0,0.241,0.341,0.418,0.81,35.3,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
729,2026-08-24,23.0,88.0,0.253,0.319,0.407,0.79,38.4,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
730,2026-08-24,23.0,89.0,0.207,0.152,0.257,0.5,53.7,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
731,2026-08-24,23.0,90.0,0.166,0.216,0.272,0.53,37.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
732,2026-08-24,23.0,91.0,0.148,0.251,0.291,0.57,30.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
733,2026-08-24,23.0,92.0,0.268,-0.07,0.277,0.54,104.6,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
734,2026-08-24,23.0,93.0,0.13,0.156,0.203,0.39,39.8,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
735,2026-08-24,23.0,94.0,0.311,0.348,0.467,0.91,41.8,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
736,2026-08-24,24.0,68.0,-0.214,-0.229,0.313,0.61,223.1,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
737,2026-08-24,24.0,69.0,-0.221,-0.213,0.307,0.6,226.1,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
738,2026-08-24,24.0,70.0,-0.142,-0.136,0.197,0.38,226.2,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
739,2026-08-24,24.0,71.0,-0.109,-0.294,0.314,0.61,200.3,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
740,2026-08-24,24.0,72.0,-0.114,-0.174,0.208,0.4,213.2,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
741,2026-08-24,24.0,73.0,-0.209,-0.206,0.293,0.57,225.4,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
742,2026-08-24,24.0,74.0,-0.203,-0.312,0.372,0.72,213.0,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
743,2026-08-24,24.0,75.0,-0.212,-0.341,0.402,0.78,211.9,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
744,2026-08-24,24.0,76.0,-0.163,-0.204,0.261,0.51,218.6,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
745,2026-08-24,24.0,77.0,0.178,0.184,0.256,0.5,44.1,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
746,2026-08-24,24.0,78.0,0.327,0.103,0.343,0.67,72.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
747,2026-08-24,24.0,79.0,0.165,0.154,0.226,0.44,47.0,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
748,2026-08-24,24.0,80.0,0.316,0.255,0.406,0.79,51.1,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
749,2026-08-24,24.0,81.0,0.138,0.014,0.139,0.27,84.2,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
750,2026-08-24,24.0,82.0,0.309,0.187,0.361,0.7,58.8,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
751,2026-08-24,24.0,83.0,0.228,0.182,0.292,0.57,51.4,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
752,2026-08-24,24.0,84.0,0.231,0.265,0.352,0.68,41.1,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
753,2026-08-24,24.0,85.0,0.136,0.209,0.249,0.48,33.1,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
754,2026-08-24,24.0,86.0,0.229,0.074,0.241,0.47,72.1,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
755,2026-08-24,24.0,87.0,0.206,0.069,0.217,0.42,71.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
756,2026-08-24,24.0,88.0,0.193,0.141,0.239,0.46,53.8,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
757,2026-08-24,24.0,89.0,0.213,0.209,0.298,0.58,45.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
758,2026-08-24,24.0,90.0,0.191,0.133,0.233,0.45,55.1,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
759,2026-08-24,24.0,91.0,0.293,0.135,0.323,0.63,65.3,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
760,2026-08-24,24.0,92.0,0.217,0.158,0.268,0.52,53.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
761,2026-08-24,24.0,93.0,0.124,0.133,0.182,0.35,43.0,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
762,2026-08-24,24.0,94.0,0.299,-0.018,0.3,0.58,93.4,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
763,2026-08-23,6.0,68.0,-0.135,-0.503,0.521,1.01,195.0,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
764,2026-08-23,6.0,69.0,-0.102,-0.301,0.318,0.62,198.7,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
765,2026-08-23,6.0,70.0,-0.192,-0.114,0.223,0.43,239.3,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
766,2026-08-23,6.0,71.0,-0.224,-0.235,0.325,0.63,223.6,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
767,2026-08-23,6.0,72.0,-0.094,-0.307,0.321,0.62,197.0,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
768,2026-08-23,6.0,73.0,-0.151,-0.359,0.389,0.76,202.8,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
769,2026-08-23,6.0,74.0,-0.041,-0.234,0.238,0.46,189.9,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
770,2026-08-23,6.0,75.0,-0.258,-0.247,0.357,0.69,226.2,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
771,2026-08-23,6.0,76.0,-0.311,-0.136,0.339,0.66,246.4,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
772,2026-08-23,6.0,77.0,0.132,0.069,0.149,0.29,62.4,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
773,2026-08-23,6.0,78.0,0.253,0.254,0.359,0.7,44.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
774,2026-08-23,6.0,79.0,0.203,0.222,0.301,0.59,42.4,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
775,2026-08-23,6.0,80.0,0.22,0.178,0.283,0.55,51.0,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
776,2026-08-23,6.0,81.0,0.114,0.161,0.197,0.38,35.3,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
777,2026-08-23,6.0,82.0,0.161,0.122,0.202,0.39,52.8,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
778,2026-08-23,6.0,83.0,0.228,0.159,0.278,0.54,55.1,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
779,2026-08-23,6.0,84.0,0.229,0.224,0.32,0.62,45.6,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
780,2026-08-23,6.0,85.0,0.276,0.139,0.309,0.6,63.3,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
781,2026-08-23,6.0,86.0,0.323,0.064,0.329,0.64,78.8,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
782,2026-08-23,6.0,87.0,0.338,0.277,0.437,0.85,50.7,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
783,2026-08-23,6.0,88.0,0.166,0.257,0.306,0.59,32.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
784,2026-08-23,6.0,89.0,0.226,0.018,0.227,0.44,85.4,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
785,2026-08-23,6.0,90.0,0.161,0.237,0.287,0.56,34.2,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
786,2026-08-23,6.0,91.0,0.246,0.196,0.315,0.61,51.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
787,2026-08-23,6.0,92.0,0.195,0.145,0.243,0.47,53.4,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
788,2026-08-23,6.0,93.0,0.167,0.147,0.222,0.43,48.6,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
789,2026-08-23,6.0,94.0,0.175,0.083,0.194,0.38,64.6,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
790,2026-08-23,7.0,68.0,-0.068,-0.361,0.367,0.71,190.7,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
791,2026-08-23,7.0,69.0,-0.099,-0.346,0.36,0.7,196.0,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
792,2026-08-23,7.0,70.0,-0.053,-0.143,0.153,0.3,200.3,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
793,2026-08-23,7.0,71.0,-0.051,-0.333,0.337,0.66,188.7,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
794,2026-08-23,7.0,72.0,-0.317,-0.328,0.456,0.89,224.0,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
795,2026-08-23,7.0,73.0,-0.254,-0.121,0.281,0.55,244.5,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
796,2026-08-23,7.0,74.0,0.003,-0.266,0.266,0.52,179.4,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
797,2026-08-23,7.0,75.0,-0.071,-0.383,0.39,0.76,190.5,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
798,2026-08-23,7.0,76.0,-0.083,-0.226,0.241,0.47,200.2,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
799,2026-08-23,7.0,77.0,0.23,0.113,0.256,0.5,63.8,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
800,2026-08-23,7.0,78.0,0.23,0.152,0.276,0.54,56.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
801,2026-08-23,7.0,79.0,0.187,0.218,0.287,0.56,40.6,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
802,2026-08-23,7.0,80.0,0.223,0.151,0.269,0.52,55.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
803,2026-08-23,7.0,81.0,0.16,0.019,0.161,0.31,83.2,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
804,2026-08-23,7.0,82.0,0.253,0.21,0.329,0.64,50.3,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
805,2026-08-23,7.0,83.0,0.189,0.207,0.28,0.54,42.4,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
806,2026-08-23,7.0,84.0,0.197,0.316,0.372,0.72,31.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
807,2026-08-23,7.0,85.0,0.253,0.165,0.302,0.59,56.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
808,2026-08-23,7.0,86.0,0.178,0.329,0.374,0.73,28.4,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
809,2026-08-23,7.0,87.0,0.152,0.196,0.248,0.48,37.8,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
810,2026-08-23,7.0,88.0,0.074,0.057,0.093,0.18,52.4,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
811,2026-08-23,7.0,89.0,0.192,0.35,0.399,0.78,28.7,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
812,2026-08-23,7.0,90.0,0.227,0.376,0.439,0.85,31.1,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
813,2026-08-23,7.0,91.0,0.208,0.179,0.274,0.53,49.3,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
814,2026-08-23,7.0,92.0,0.207,0.037,0.21,0.41,79.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
815,2026-08-23,7.0,93.0,0.208,0.266,0.338,0.66,38.0,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
816,2026-08-23,7.0,94.0,0.217,0.187,0.286,0.56,49.2,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
817,2026-08-23,8.0,68.0,0.09,-0.303,0.316,0.61,163.5,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
818,2026-08-23,8.0,69.0,-0.213,-0.362,0.42,0.82,210.5,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
819,2026-08-23,8.0,70.0,-0.124,-0.267,0.294,0.57,204.9,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
820,2026-08-23,8.0,71.0,-0.224,-0.349,0.415,0.81,212.7,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
821,2026-08-23,8.0,72.0,-0.155,-0.248,0.292,0.57,212.0,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
822,2026-08-23,8.0,73.0,-0.196,-0.477,0.516,1.0,202.3,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
823,2026-08-23,8.0,74.0,-0.372,-0.308,0.483,0.94,230.4,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
824,2026-08-23,8.0,75.0,-0.105,-0.123,0.162,0.31,220.5,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
825,2026-08-23,8.0,76.0,-0.099,-0.116,0.153,0.3,220.5,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
826,2026-08-23,8.0,77.0,0.092,0.336,0.348,0.68,15.3,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
827,2026-08-23,8.0,78.0,0.075,0.161,0.178,0.35,25.0,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
828,2026-08-23,8.0,79.0,0.17,0.316,0.359,0.7,28.3,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
829,2026-08-23,8.0,80.0,0.243,0.112,0.268,0.52,65.3,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
830,2026-08-23,8.0,81.0,0.137,-0.051,0.146,0.28,110.4,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
831,2026-08-23,8.0,82.0,0.252,0.007,0.252,0.49,88.4,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
832,2026-08-23,8.0,83.0,0.115,-0.078,0.139,0.27,124.1,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
833,2026-08-23,8.0,84.0,0.151,0.12,0.193,0.38,51.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
834,2026-08-23,8.0,85.0,0.21,0.118,0.241,0.47,60.7,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
835,2026-08-23,8.0,86.0,0.121,0.232,0.262,0.51,27.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
836,2026-08-23,8.0,87.0,0.119,-0.001,0.119,0.23,90.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
837,2026-08-23,8.0,88.0,0.213,0.135,0.252,0.49,57.6,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
838,2026-08-23,8.0,89.0,0.072,0.083,0.11,0.21,40.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
839,2026-08-23,8.0,90.0,0.184,0.3,0.352,0.68,31.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
840,2026-08-23,8.0,91.0,0.146,0.206,0.252,0.49,35.3,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
841,2026-08-23,8.0,92.0,0.17,-0.027,0.172,0.33,99.0,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
842,2026-08-23,8.0,93.0,0.18,0.232,0.294,0.57,37.8,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
843,2026-08-23,8.0,94.0,0.102,0.218,0.241,0.47,25.1,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
844,2026-08-23,9.0,68.0,-0.199,-0.295,0.356,0.69,214.0,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
845,2026-08-23,9.0,69.0,-0.14,-0.351,0.378,0.73,201.7,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
846,2026-08-23,9.0,70.0,-0.073,-0.429,0.435,0.85,189.7,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
847,2026-08-23,9.0,71.0,0.004,-0.12,0.12,0.23,178.1,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
848,2026-08-23,9.0,72.0,-0.21,-0.291,0.359,0.7,215.8,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
849,2026-08-23,9.0,73.0,-0.152,-0.281,0.319,0.62,208.4,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
850,2026-08-23,9.0,85.0,0.21,0.129,0.246,0.48,58.4,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
851,2026-08-23,9.0,86.0,0.202,0.2,0.284,0.55,45.3,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
852,2026-08-23,9.0,87.0,0.187,0.242,0.306,0.59,37.7,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
853,2026-08-23,9.0,88.0,0.124,0.152,0.196,0.38,39.2,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
854,2026-08-23,9.0,89.0,0.116,0.113,0.162,0.31,45.8,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
855,2026-08-23,9.0,90.0,0.315,0.134,0.342,0.66,67.0,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
856,2026-08-23,9.0,91.0,0.227,0.023,0.228,0.44,84.2,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
857,2026-08-23,9.0,92.0,0.062,0.08,0.101,0.2,37.8,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
858,2026-08-23,9.0,93.0,0.157,0.344,0.378,0.73,24.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
859,2026-08-23,9.0,94.0,0.372,0.173,0.41,0.8,65.1,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
860,2026-08-23,10.0,68.0,-0.194,-0.278,0.339,0.66,214.9,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
861,2026-08-23,10.0,69.0,-0.138,-0.263,0.297,0.58,207.7,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
862,2026-08-23,10.0,70.0,-0.082,-0.256,0.269,0.52,197.8,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
863,2026-08-23,10.0,71.0,-0.172,-0.289,0.336,0.65,210.8,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
864,2026-08-23,10.0,72.0,-0.226,-0.29,0.368,0.72,217.9,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
865,2026-08-23,10.0,73.0,-0.174,-0.222,0.282,0.55,218.1,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
866,2026-08-23,10.0,85.0,0.344,0.094,0.357,0.69,74.7,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
867,2026-08-23,10.0,86.0,0.051,0.109,0.12,0.23,25.1,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
868,2026-08-23,10.0,87.0,0.192,0.264,0.326,0.63,36.0,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
869,2026-08-23,10.0,88.0,0.188,0.01,0.188,0.37,87.0,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
870,2026-08-23,10.0,89.0,0.184,0.004,0.184,0.36,88.8,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
871,2026-08-23,10.0,90.0,0.177,0.098,0.202,0.39,61.0,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
872,2026-08-23,10.0,91.0,0.284,0.226,0.363,0.71,51.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
873,2026-08-23,10.0,92.0,0.18,0.243,0.302,0.59,36.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
874,2026-08-23,10.0,93.0,0.29,0.211,0.359,0.7,54.0,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
875,2026-08-23,10.0,94.0,0.235,-0.075,0.247,0.48,107.7,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
876,2026-08-23,11.0,68.0,-0.248,-0.233,0.34,0.66,226.8,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
877,2026-08-23,11.0,69.0,-0.044,-0.328,0.331,0.64,187.6,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
878,2026-08-23,11.0,70.0,-0.126,-0.313,0.337,0.66,201.9,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
