weather_id,harbor_id,landing_center_name,sector,latitude,longitude,datetime_utc,air_temp_celsius,humidity_pct,precipitation_mm,weather_code,weather_condition,wind_speed_mps,wind_speed_kmph,wind_direction_deg,wind_gust_mps,surface_pressure_hpa,visibility_km,cloud_cover_pct,venturing_safety_index,source
4076,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-15 19:00:00,30.0,80.1,0.0,1,Mainly clear,7.4,26.6,266,10.7,1008.7,9.1,33.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4077,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-15 20:00:00,28.7,80.4,2.4,63,Moderate rain,6.3,22.7,260,9.4,1009.9,4.5,75.0,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
4078,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-15 21:00:00,28.2,82.4,0.0,1,Mainly clear,1.0,3.6,253,1.5,1009.7,9.3,39.5,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4079,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-15 22:00:00,27.1,89.2,0.0,1,Mainly clear,1.8,6.5,277,2.6,1010.0,8.8,29.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4080,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-15 23:00:00,26.3,92.7,1.3,61,Slight rain,4.5,16.2,272,6.6,1010.4,6.2,75.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4081,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 00:00:00,26.3,95.2,0.0,0,Clear sky,4.2,15.1,251,6.6,1010.8,8.8,13.5,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4082,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 01:00:00,25.4,96.6,0.0,0,Clear sky,4.8,17.3,242,6.3,1009.5,7.4,10.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4083,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 02:00:00,25.0,92.4,0.0,0,Clear sky,3.4,12.2,275,4.5,1010.0,9.0,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4084,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 03:00:00,25.4,95.5,0.0,0,Clear sky,2.5,9.0,246,3.8,1008.9,8.3,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4085,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 04:00:00,25.8,91.4,0.0,0,Clear sky,8.4,30.2,246,12.7,1009.0,8.1,12.5,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4086,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 05:00:00,27.1,89.2,0.0,0,Clear sky,5.3,19.1,270,7.8,1007.7,8.1,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4087,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 06:00:00,27.6,91.5,0.0,0,Clear sky,3.5,12.6,273,5.1,1008.3,8.0,17.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4088,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 07:00:00,27.4,90.9,0.0,1,Mainly clear,3.3,11.9,271,4.8,1009.0,8.0,33.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4089,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 08:00:00,28.4,81.9,0.0,1,Mainly clear,3.6,13.0,278,5.7,1007.8,9.4,35.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4090,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 09:00:00,29.1,80.4,0.0,1,Mainly clear,6.6,23.8,239,8.9,1008.3,8.8,31.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4091,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 10:00:00,30.2,76.1,0.0,1,Mainly clear,2.3,8.3,249,3.5,1009.9,8.9,40.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4092,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 11:00:00,30.0,74.8,0.0,2,Partly cloudy,6.1,22.0,249,9.2,1009.7,8.7,50.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4093,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 12:00:00,31.7,71.0,0.0,2,Partly cloudy,10.1,36.4,259,14.5,1010.4,8.7,66.0,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
4094,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 13:00:00,31.7,69.9,0.0,1,Mainly clear,9.6,34.6,254,13.0,1009.8,8.3,46.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4095,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 14:00:00,31.6,67.5,2.4,63,Moderate rain,8.2,29.5,254,11.4,1009.9,5.7,75.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4096,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 15:00:00,32.0,71.9,0.0,2,Partly cloudy,9.1,32.8,283,12.0,1009.6,9.2,62.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4097,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 16:00:00,31.1,67.8,0.0,2,Partly cloudy,9.4,33.8,266,14.1,1008.8,9.0,57.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4098,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 17:00:00,30.2,75.6,0.0,1,Mainly clear,7.5,27.0,242,11.6,1008.7,9.7,48.6,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4099,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 18:00:00,29.7,76.3,0.0,2,Partly cloudy,4.9,17.6,263,7.6,1008.3,8.1,71.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4100,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 19:00:00,30.1,78.0,1.0,61,Slight rain,5.9,21.2,252,9.4,1007.2,6.5,75.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4101,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 20:00:00,29.1,78.5,0.0,0,Clear sky,4.7,16.9,247,7.4,1008.8,8.5,12.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4102,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 21:00:00,28.5,82.9,1.5,61,Slight rain,2.0,7.2,251,2.8,1010.2,6.2,75.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4103,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 22:00:00,27.7,85.1,0.0,1,Mainly clear,6.6,23.8,246,9.5,1009.9,7.8,32.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4104,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-16 23:00:00,26.8,91.2,0.0,0,Clear sky,2.8,10.1,270,4.2,1010.7,9.2,12.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4105,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 00:00:00,26.8,89.6,0.0,1,Mainly clear,4.4,15.8,252,5.7,1011.2,8.2,22.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4106,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 01:00:00,25.6,93.6,0.0,1,Mainly clear,5.0,18.0,251,6.9,1010.4,7.4,23.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4107,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 02:00:00,25.7,92.9,0.0,0,Clear sky,4.5,16.2,237,6.1,1009.8,8.0,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4108,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 03:00:00,26.1,94.3,0.0,0,Clear sky,4.4,15.8,251,6.1,1009.2,9.6,10.6,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4109,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 04:00:00,26.5,95.1,0.0,1,Mainly clear,7.0,25.2,254,10.0,1009.1,8.3,21.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4110,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 05:00:00,26.7,91.2,0.0,1,Mainly clear,3.5,12.6,261,5.5,1007.8,7.8,21.6,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4111,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 06:00:00,27.4,87.2,1.0,61,Slight rain,4.4,15.8,262,6.8,1008.0,5.8,75.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4112,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 07:00:00,28.0,84.3,0.0,1,Mainly clear,4.4,15.8,275,6.7,1008.5,8.0,32.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4113,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 08:00:00,29.5,78.9,0.0,1,Mainly clear,2.5,9.0,237,3.3,1008.7,8.9,39.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4114,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 09:00:00,29.3,81.8,0.0,2,Partly cloudy,3.9,14.0,265,5.9,1009.9,8.7,51.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4115,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 10:00:00,29.4,76.3,0.0,1,Mainly clear,3.1,11.2,281,4.0,1010.3,8.9,46.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4116,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 11:00:00,31.2,76.8,0.0,2,Partly cloudy,4.3,15.5,274,6.4,1011.0,10.0,50.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4117,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 12:00:00,30.8,72.3,0.0,2,Partly cloudy,8.0,28.8,281,12.6,1011.0,9.6,60.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4118,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 13:00:00,31.4,70.8,0.0,2,Partly cloudy,9.9,35.6,246,13.2,1010.5,9.8,56.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4119,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 14:00:00,30.7,67.6,0.0,2,Partly cloudy,9.0,32.4,235,13.5,1011.1,9.7,53.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4120,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 15:00:00,31.0,65.6,0.0,2,Partly cloudy,7.2,25.9,267,11.4,1009.5,8.5,58.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4121,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 16:00:00,31.1,72.0,0.0,1,Mainly clear,5.8,20.9,271,9.2,1008.1,9.5,43.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4122,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 17:00:00,29.8,74.8,0.0,2,Partly cloudy,8.0,28.8,249,11.3,1008.5,9.6,58.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4123,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 18:00:00,29.6,78.0,0.0,1,Mainly clear,8.5,30.6,275,11.1,1008.5,8.6,38.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4124,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 19:00:00,30.1,79.1,0.0,2,Partly cloudy,8.9,32.0,247,13.8,1009.0,8.5,62.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4125,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 20:00:00,29.0,82.4,0.0,1,Mainly clear,1.9,6.8,242,2.9,1008.0,7.9,43.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4126,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 21:00:00,28.2,85.0,2.1,63,Moderate rain,5.6,20.2,271,8.2,1009.4,5.1,75.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4127,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 22:00:00,26.9,86.5,0.0,1,Mainly clear,5.2,18.7,268,7.1,1010.4,8.2,35.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4128,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-17 23:00:00,26.3,91.3,0.0,0,Clear sky,3.7,13.3,247,4.9,1010.3,8.7,16.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4129,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 00:00:00,26.1,91.5,0.0,1,Mainly clear,2.9,10.4,257,4.4,1009.9,8.7,26.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4130,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 01:00:00,25.6,92.9,0.0,1,Mainly clear,3.7,13.3,265,5.5,1009.3,8.6,32.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4131,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 02:00:00,25.8,94.8,0.0,0,Clear sky,4.5,16.2,259,6.1,1010.2,8.5,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4132,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 03:00:00,25.6,95.3,0.0,0,Clear sky,4.2,15.1,254,6.6,1008.8,8.4,16.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4133,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 04:00:00,26.0,91.7,0.0,1,Mainly clear,3.1,11.2,252,4.8,1008.4,8.4,36.6,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4134,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 05:00:00,26.5,91.3,0.0,0,Clear sky,1.3,4.7,260,1.7,1008.5,7.3,18.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4135,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 06:00:00,27.1,91.5,0.0,1,Mainly clear,2.6,9.4,242,3.8,1008.4,8.5,32.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4136,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 07:00:00,27.8,87.3,0.0,1,Mainly clear,3.1,11.2,244,4.3,1008.7,8.8,26.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4137,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 08:00:00,28.6,84.1,0.0,1,Mainly clear,5.0,18.0,285,7.0,1008.0,8.7,43.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4138,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 09:00:00,28.8,76.6,0.0,1,Mainly clear,3.5,12.6,280,5.6,1009.8,8.8,33.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4139,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 10:00:00,29.9,78.1,0.0,2,Partly cloudy,5.5,19.8,239,7.4,1009.1,9.3,60.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4140,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 11:00:00,31.5,72.2,0.0,1,Mainly clear,4.3,15.5,275,6.8,1010.8,8.0,45.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4141,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 12:00:00,30.9,73.2,0.0,2,Partly cloudy,12.3,44.3,242,18.1,1009.7,9.4,58.5,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
4142,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 13:00:00,31.1,68.6,0.0,2,Partly cloudy,7.9,28.4,276,11.4,1011.4,9.6,55.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4143,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 14:00:00,31.2,68.0,1.7,61,Slight rain,6.7,24.1,242,10.0,1010.2,6.4,75.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4144,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 15:00:00,31.1,70.0,0.0,2,Partly cloudy,6.9,24.8,278,9.9,1009.1,8.7,51.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4145,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 16:00:00,30.3,70.6,0.3,61,Slight rain,9.8,35.3,260,15.0,1008.1,9.2,75.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4146,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 17:00:00,31.4,72.3,0.0,1,Mainly clear,9.1,32.8,278,13.8,1007.7,9.8,37.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4147,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 18:00:00,30.4,76.0,0.0,1,Mainly clear,6.9,24.8,259,9.2,1008.2,8.8,37.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4148,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 19:00:00,29.2,79.9,0.0,1,Mainly clear,10.3,37.1,281,16.1,1008.3,8.2,37.8,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
4149,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 20:00:00,28.8,81.8,0.0,1,Mainly clear,3.7,13.3,249,5.8,1008.6,9.1,34.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4150,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 21:00:00,27.8,89.3,0.0,0,Clear sky,4.5,16.2,283,6.2,1009.1,8.4,13.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4151,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 22:00:00,27.1,88.2,0.0,1,Mainly clear,7.5,27.0,236,9.9,1010.5,8.4,34.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4152,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-18 23:00:00,26.7,94.0,0.0,0,Clear sky,5.9,21.2,278,8.5,1009.9,7.8,10.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4153,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 00:00:00,25.9,91.9,1.0,61,Slight rain,6.9,24.8,257,10.3,1011.0,6.3,75.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4154,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 01:00:00,25.7,95.3,0.0,0,Clear sky,6.9,24.8,255,9.4,1010.2,8.0,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4155,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 02:00:00,26.0,93.9,0.0,0,Clear sky,3.1,11.2,253,4.1,1010.2,8.9,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4156,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 03:00:00,25.6,93.5,0.0,0,Clear sky,5.9,21.2,272,8.7,1009.9,9.3,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4157,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 04:00:00,26.4,92.6,0.0,1,Mainly clear,4.8,17.3,257,6.5,1008.8,8.3,31.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4158,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 05:00:00,26.7,95.1,0.0,1,Mainly clear,5.7,20.5,241,8.5,1008.0,8.6,21.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4159,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 06:00:00,27.7,87.1,1.0,61,Slight rain,7.2,25.9,235,10.4,1008.9,6.9,75.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4160,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 07:00:00,27.6,84.6,0.0,1,Mainly clear,2.8,10.1,282,4.4,1007.5,9.4,25.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4161,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 08:00:00,28.6,84.2,0.0,1,Mainly clear,2.7,9.7,242,3.8,1008.7,9.6,40.5,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4162,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 09:00:00,29.6,77.1,0.0,1,Mainly clear,2.8,10.1,278,4.1,1009.7,8.8,23.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4163,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 10:00:00,29.4,75.1,0.0,1,Mainly clear,2.4,8.6,273,3.5,1010.1,9.3,46.6,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4164,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 11:00:00,30.4,71.0,0.0,1,Mainly clear,6.4,23.0,251,8.5,1010.1,8.5,49.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4165,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 12:00:00,31.6,70.7,0.0,1,Mainly clear,8.6,31.0,269,11.5,1010.3,9.2,49.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4166,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 13:00:00,31.3,73.5,0.0,2,Partly cloudy,9.9,35.6,273,15.1,1011.4,8.8,55.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4167,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 14:00:00,30.8,65.6,0.0,2,Partly cloudy,7.6,27.4,248,10.4,1009.9,9.7,52.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4168,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 15:00:00,30.1,71.0,0.0,2,Partly cloudy,11.1,40.0,243,17.5,1009.2,8.3,59.3,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
4169,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 16:00:00,30.3,68.8,0.0,2,Partly cloudy,5.4,19.4,276,7.4,1008.9,8.8,55.5,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4170,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 17:00:00,29.7,76.1,0.0,1,Mainly clear,10.7,38.5,258,16.9,1009.2,9.0,48.1,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
4171,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 18:00:00,28.8,77.5,0.0,2,Partly cloudy,10.4,37.4,267,14.5,1008.8,8.9,50.7,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
4172,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 19:00:00,29.1,81.6,0.0,1,Mainly clear,8.2,29.5,251,11.4,1008.4,9.1,30.6,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4173,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 20:00:00,28.9,82.5,0.0,0,Clear sky,3.1,11.2,279,4.9,1009.2,9.0,16.6,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4174,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 21:00:00,27.9,86.9,0.0,1,Mainly clear,4.4,15.8,275,6.3,1009.6,8.9,31.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4175,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 22:00:00,27.4,85.0,0.0,0,Clear sky,4.4,15.8,250,6.7,1009.3,7.9,18.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4176,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-19 23:00:00,26.6,89.2,0.0,0,Clear sky,9.0,32.4,268,13.7,1011.1,8.9,16.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4177,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-20 00:00:00,26.5,89.4,0.0,0,Clear sky,5.1,18.4,253,8.1,1011.2,8.3,13.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4178,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-20 01:00:00,25.8,92.2,0.0,0,Clear sky,4.2,15.1,283,6.3,1010.7,8.6,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4179,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-20 02:00:00,25.8,95.8,0.0,0,Clear sky,4.1,14.8,237,6.3,1009.8,8.4,15.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4180,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-20 03:00:00,26.4,96.3,0.0,1,Mainly clear,2.0,7.2,246,2.6,1009.3,8.4,20.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4181,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-20 04:00:00,26.3,94.5,0.0,0,Clear sky,1.6,5.8,257,2.3,1008.6,8.2,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4182,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-20 05:00:00,27.0,92.4,0.0,0,Clear sky,3.0,10.8,239,4.0,1008.1,9.3,11.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4183,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-20 06:00:00,27.2,87.8,0.0,0,Clear sky,1.6,5.8,250,2.2,1008.3,8.4,19.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
4184,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-20 07:00:00,27.9,82.8,5.8,63,Moderate rain,4.6,16.6,245,7.2,1008.1,1.5,75.0,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
4185,6,Sassoon Dock Harbor,Maharashtra,18.9067,72.831,2026-08-20 08:00:00,28.1,81.3,0.0,1,Mainly clear,5.9,21.2,274,9.4,1009.2,8.3,30.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
