catch_id,year,quarter,state,species_group,scientific_name,ecological_category,catch_volume_tonnes,fishing_fleet_segment,monsoon_ban_impact,source,species_id
2286,2019,Q3,Gujarat,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,297.8,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
2287,2019,Q3,Gujarat,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,505.2,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
2288,2019,Q3,Gujarat,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,185.7,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
2289,2019,Q3,Gujarat,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,52.0,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
2290,2019,Q3,Gujarat,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,2266.5,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
2291,2019,Q3,Gujarat,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,833.3,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
2292,2019,Q3,Gujarat,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,233.3,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
2293,2019,Q3,Gujarat,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,2845.1,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
2294,2019,Q3,Gujarat,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,1046.0,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
2295,2019,Q3,Gujarat,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,292.9,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
2296,2019,Q3,Gujarat,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,4898.9,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
2297,2019,Q3,Gujarat,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,1801.1,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
2298,2019,Q3,Gujarat,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,504.3,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
2299,2019,Q3,Gujarat,Threadfin Breams,Nemipterus japonicus,Demersal,2347.5,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
2300,2019,Q3,Gujarat,Threadfin Breams,Nemipterus japonicus,Demersal,863.0,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
2301,2019,Q3,Gujarat,Threadfin Breams,Nemipterus japonicus,Demersal,241.7,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
2302,2019,Q3,Gujarat,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,380.7,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
2303,2019,Q3,Gujarat,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,139.9,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
2304,2019,Q3,Gujarat,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,39.2,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
2305,2019,Q3,Gujarat,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,1711.6,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
2306,2019,Q3,Gujarat,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,629.2,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
2307,2019,Q3,Gujarat,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,176.2,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
2308,2019,Q3,Gujarat,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,3078.9,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
2309,2019,Q3,Gujarat,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,1132.0,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
2310,2019,Q3,Gujarat,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,316.9,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
2311,2019,Q3,Maharashtra,Oil Sardine,Sardinella longiceps,Pelagic,412.4,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
2312,2019,Q3,Maharashtra,Oil Sardine,Sardinella longiceps,Pelagic,151.6,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
2313,2019,Q3,Maharashtra,Oil Sardine,Sardinella longiceps,Pelagic,42.5,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
2314,2019,Q3,Maharashtra,Indian Mackerel,Rastrelliger kanagurta,Pelagic,4568.8,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
2315,2019,Q3,Maharashtra,Indian Mackerel,Rastrelliger kanagurta,Pelagic,1679.7,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
2316,2019,Q3,Maharashtra,Indian Mackerel,Rastrelliger kanagurta,Pelagic,470.3,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
2317,2019,Q3,Maharashtra,Ribbonfishes,Trichiurus lepturus,Pelagic,4677.2,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
2318,2019,Q3,Maharashtra,Ribbonfishes,Trichiurus lepturus,Pelagic,1719.6,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
2319,2019,Q3,Maharashtra,Ribbonfishes,Trichiurus lepturus,Pelagic,481.5,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
2320,2019,Q3,Maharashtra,Penaeid Prawns,Penaeus monodon / indicus,Demersal,4994.1,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
2321,2019,Q3,Maharashtra,Penaeid Prawns,Penaeus monodon / indicus,Demersal,1836.0,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
2322,2019,Q3,Maharashtra,Penaeid Prawns,Penaeus monodon / indicus,Demersal,514.1,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
2323,2019,Q3,Maharashtra,Non-penaeid Prawns,Acetes indicus,Demersal,6402.1,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
2324,2019,Q3,Maharashtra,Non-penaeid Prawns,Acetes indicus,Demersal,2353.7,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
2325,2019,Q3,Maharashtra,Non-penaeid Prawns,Acetes indicus,Demersal,659.0,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
2326,2019,Q3,Maharashtra,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,2660.2,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
2327,2019,Q3,Maharashtra,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,978.0,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
2328,2019,Q3,Maharashtra,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,273.8,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
2329,2019,Q3,Maharashtra,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,272.0,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
2330,2019,Q3,Maharashtra,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,100.0,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
2331,2019,Q3,Maharashtra,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,28.0,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
2332,2019,Q3,Maharashtra,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,325.9,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
2333,2019,Q3,Maharashtra,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,119.8,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
2334,2019,Q3,Maharashtra,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,33.5,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
2335,2019,Q3,Maharashtra,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,2374.6,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
2336,2019,Q3,Maharashtra,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,873.0,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
2337,2019,Q3,Maharashtra,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,244.4,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
2338,2019,Q3,Maharashtra,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,5061.0,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
2339,2019,Q3,Maharashtra,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,1860.7,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
2340,2019,Q3,Maharashtra,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,521.0,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
2341,2019,Q3,Maharashtra,Threadfin Breams,Nemipterus japonicus,Demersal,457.7,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
2342,2019,Q3,Maharashtra,Threadfin Breams,Nemipterus japonicus,Demersal,168.3,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
2343,2019,Q3,Maharashtra,Threadfin Breams,Nemipterus japonicus,Demersal,47.1,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
2344,2019,Q3,Maharashtra,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,296.8,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
2345,2019,Q3,Maharashtra,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,109.1,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
2346,2019,Q3,Maharashtra,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,30.5,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
2347,2019,Q3,Maharashtra,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,285.7,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
2348,2019,Q3,Maharashtra,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,105.0,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
2349,2019,Q3,Maharashtra,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,29.4,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
2350,2019,Q3,Maharashtra,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,562.6,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
2351,2019,Q3,Maharashtra,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,206.8,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
2352,2019,Q3,Maharashtra,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,57.9,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
2353,2019,Q3,Goa,Oil Sardine,Sardinella longiceps,Pelagic,3507.6,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
2354,2019,Q3,Goa,Oil Sardine,Sardinella longiceps,Pelagic,1289.5,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
2355,2019,Q3,Goa,Oil Sardine,Sardinella longiceps,Pelagic,361.1,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
2356,2019,Q3,Goa,Indian Mackerel,Rastrelliger kanagurta,Pelagic,4373.3,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
2357,2019,Q3,Goa,Indian Mackerel,Rastrelliger kanagurta,Pelagic,1607.8,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
2358,2019,Q3,Goa,Indian Mackerel,Rastrelliger kanagurta,Pelagic,450.2,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
2359,2019,Q3,Goa,Ribbonfishes,Trichiurus lepturus,Pelagic,666.0,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
2360,2019,Q3,Goa,Ribbonfishes,Trichiurus lepturus,Pelagic,244.8,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
2361,2019,Q3,Goa,Ribbonfishes,Trichiurus lepturus,Pelagic,68.6,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
2362,2019,Q3,Goa,Penaeid Prawns,Penaeus monodon / indicus,Demersal,802.9,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
2363,2019,Q3,Goa,Penaeid Prawns,Penaeus monodon / indicus,Demersal,295.2,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
2364,2019,Q3,Goa,Penaeid Prawns,Penaeus monodon / indicus,Demersal,82.7,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
2365,2019,Q3,Goa,Non-penaeid Prawns,Acetes indicus,Demersal,972.7,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
2366,2019,Q3,Goa,Non-penaeid Prawns,Acetes indicus,Demersal,357.6,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
2367,2019,Q3,Goa,Non-penaeid Prawns,Acetes indicus,Demersal,100.1,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
2368,2019,Q3,Goa,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,612.8,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
2369,2019,Q3,Goa,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,225.3,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
2370,2019,Q3,Goa,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,63.1,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
2371,2019,Q3,Goa,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,381.2,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
2372,2019,Q3,Goa,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,140.2,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
2373,2019,Q3,Goa,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,39.2,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
2374,2019,Q3,Goa,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,263.6,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
2375,2019,Q3,Goa,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,96.9,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
2376,2019,Q3,Goa,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,27.1,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
2377,2019,Q3,Goa,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,402.7,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
2378,2019,Q3,Goa,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,148.1,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
2379,2019,Q3,Goa,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,41.5,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
2380,2019,Q3,Goa,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,683.5,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
2381,2019,Q3,Goa,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,251.3,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
2382,2019,Q3,Goa,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,70.4,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
2383,2019,Q3,Goa,Threadfin Breams,Nemipterus japonicus,Demersal,438.8,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
2384,2019,Q3,Goa,Threadfin Breams,Nemipterus japonicus,Demersal,161.3,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
2385,2019,Q3,Goa,Threadfin Breams,Nemipterus japonicus,Demersal,45.2,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
2386,2019,Q3,Goa,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,323.1,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
2387,2019,Q3,Goa,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,118.8,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
2388,2019,Q3,Goa,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,33.3,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
2389,2019,Q3,Goa,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,310.3,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
2390,2019,Q3,Goa,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,114.1,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
2391,2019,Q3,Goa,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,31.9,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
2392,2019,Q3,Goa,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,608.3,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
2393,2019,Q3,Goa,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,223.6,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
2394,2019,Q3,Goa,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,62.6,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
2395,2019,Q3,Karnataka,Oil Sardine,Sardinella longiceps,Pelagic,3350.0,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
2396,2019,Q3,Karnataka,Oil Sardine,Sardinella longiceps,Pelagic,1231.6,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
2397,2019,Q3,Karnataka,Oil Sardine,Sardinella longiceps,Pelagic,344.8,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
2398,2019,Q3,Karnataka,Indian Mackerel,Rastrelliger kanagurta,Pelagic,4603.1,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
2399,2019,Q3,Karnataka,Indian Mackerel,Rastrelliger kanagurta,Pelagic,1692.3,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
2400,2019,Q3,Karnataka,Indian Mackerel,Rastrelliger kanagurta,Pelagic,473.9,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
2401,2019,Q3,Karnataka,Ribbonfishes,Trichiurus lepturus,Pelagic,712.8,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
2402,2019,Q3,Karnataka,Ribbonfishes,Trichiurus lepturus,Pelagic,262.1,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
2403,2019,Q3,Karnataka,Ribbonfishes,Trichiurus lepturus,Pelagic,73.4,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
2404,2019,Q3,Karnataka,Penaeid Prawns,Penaeus monodon / indicus,Demersal,930.2,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
2405,2019,Q3,Karnataka,Penaeid Prawns,Penaeus monodon / indicus,Demersal,342.0,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
2406,2019,Q3,Karnataka,Penaeid Prawns,Penaeus monodon / indicus,Demersal,95.8,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
2407,2019,Q3,Karnataka,Non-penaeid Prawns,Acetes indicus,Demersal,869.2,Mechanized (Trawler / Purse Seiner),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
2408,2019,Q3,Karnataka,Non-penaeid Prawns,Acetes indicus,Demersal,319.6,Motorized (Outboard Engine Craft),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
2409,2019,Q3,Karnataka,Non-penaeid Prawns,Acetes indicus,Demersal,89.5,Traditional (Non-Motorized Artisanal),Active Ban Window,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
