sst_id,harbor_id,landing_center_name,sector,latitude,longitude,datetime_utc,sst_celsius,sst_anomaly_celsius,thermal_front_gradient_c_km,source
13448,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-16 07:00:00,28.07,-0.27,0.31,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13449,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-16 08:00:00,28.29,-0.05,0.33,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13450,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-16 09:00:00,28.43,0.09,0.18,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13451,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-16 10:00:00,28.53,0.19,0.38,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13452,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-16 11:00:00,28.47,0.13,0.39,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13453,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-16 12:00:00,28.71,0.37,0.26,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13454,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-16 13:00:00,28.81,0.47,0.45,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13455,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-16 14:00:00,28.6,0.26,0.24,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13456,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-16 15:00:00,28.98,0.64,0.17,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13457,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-16 16:00:00,29.1,0.76,0.47,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13458,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-16 17:00:00,28.82,0.48,0.3,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13459,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-16 18:00:00,28.83,0.49,0.39,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13460,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-16 19:00:00,28.52,0.18,0.15,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13461,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-16 20:00:00,28.57,0.23,0.29,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13462,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-16 21:00:00,28.45,0.11,0.32,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13463,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-16 22:00:00,28.42,0.08,0.13,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13464,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-16 23:00:00,28.33,-0.01,0.16,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13465,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 00:00:00,28.12,-0.22,0.28,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13466,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 01:00:00,27.87,-0.47,0.32,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13467,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 02:00:00,27.82,-0.52,0.39,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13468,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 03:00:00,28.08,-0.26,0.28,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13469,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 04:00:00,27.69,-0.65,0.47,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13470,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 05:00:00,27.8,-0.54,0.4,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13471,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 06:00:00,27.97,-0.37,0.15,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13472,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 07:00:00,28.22,-0.12,0.23,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13473,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 08:00:00,28.49,0.15,0.22,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13474,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 09:00:00,28.63,0.29,0.28,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13475,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 10:00:00,28.21,-0.13,0.32,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13476,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 11:00:00,28.69,0.35,0.46,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13477,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 12:00:00,28.75,0.41,0.37,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13478,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 13:00:00,28.72,0.38,0.33,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13479,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 14:00:00,28.55,0.21,0.23,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13480,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 15:00:00,28.89,0.55,0.26,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13481,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 16:00:00,28.72,0.38,0.4,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13482,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 17:00:00,28.89,0.55,0.33,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13483,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 18:00:00,28.76,0.42,0.47,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13484,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 19:00:00,28.39,0.05,0.13,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13485,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 20:00:00,28.5,0.16,0.35,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13486,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 21:00:00,28.2,-0.14,0.2,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13487,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 22:00:00,28.3,-0.04,0.44,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13488,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-17 23:00:00,28.24,-0.1,0.24,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13489,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 00:00:00,27.99,-0.35,0.21,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13490,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 01:00:00,28.14,-0.2,0.45,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13491,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 02:00:00,27.95,-0.39,0.31,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13492,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 03:00:00,27.9,-0.44,0.39,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13493,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 04:00:00,27.92,-0.42,0.39,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13494,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 05:00:00,27.93,-0.41,0.4,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13495,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 06:00:00,28.01,-0.33,0.27,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13496,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 07:00:00,27.98,-0.36,0.16,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13497,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 08:00:00,28.48,0.14,0.23,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13498,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 09:00:00,28.37,0.03,0.28,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13499,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 10:00:00,28.76,0.42,0.39,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13500,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 11:00:00,28.74,0.4,0.38,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13501,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 12:00:00,28.73,0.39,0.31,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13502,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 13:00:00,28.85,0.51,0.4,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13503,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 14:00:00,28.97,0.63,0.27,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13504,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 15:00:00,29.03,0.69,0.46,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13505,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 16:00:00,28.88,0.54,0.39,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13506,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 17:00:00,28.95,0.61,0.36,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13507,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 18:00:00,28.84,0.5,0.18,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13508,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 19:00:00,28.74,0.4,0.2,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13509,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 20:00:00,28.65,0.31,0.41,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13510,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 21:00:00,28.32,-0.02,0.3,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13511,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 22:00:00,28.46,0.12,0.23,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13512,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-18 23:00:00,28.2,-0.14,0.14,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13513,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 00:00:00,28.18,-0.16,0.4,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13514,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 01:00:00,27.96,-0.38,0.25,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13515,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 02:00:00,27.95,-0.39,0.42,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13516,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 03:00:00,27.82,-0.52,0.36,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13517,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 04:00:00,27.77,-0.57,0.45,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13518,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 05:00:00,27.94,-0.4,0.22,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13519,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 06:00:00,28.14,-0.2,0.47,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13520,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 07:00:00,28.07,-0.27,0.36,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13521,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 08:00:00,28.05,-0.29,0.13,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13522,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 09:00:00,28.56,0.22,0.19,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13523,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 10:00:00,28.36,0.02,0.44,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13524,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 11:00:00,28.69,0.35,0.19,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13525,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 12:00:00,29.0,0.66,0.34,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13526,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 13:00:00,29.29,0.95,0.24,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13527,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 14:00:00,28.86,0.52,0.37,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13528,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 15:00:00,29.06,0.72,0.35,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13529,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 16:00:00,28.93,0.59,0.32,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13530,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 17:00:00,28.7,0.36,0.44,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13531,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 18:00:00,28.72,0.38,0.48,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13532,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 19:00:00,28.58,0.24,0.13,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13533,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 20:00:00,28.68,0.34,0.35,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13534,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 21:00:00,28.64,0.3,0.2,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13535,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 22:00:00,28.22,-0.12,0.15,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13536,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-19 23:00:00,27.93,-0.41,0.15,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13537,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 00:00:00,28.07,-0.27,0.26,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13538,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 01:00:00,27.85,-0.49,0.23,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13539,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 02:00:00,27.77,-0.57,0.27,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13540,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 03:00:00,27.81,-0.53,0.19,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13541,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 04:00:00,27.81,-0.53,0.46,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13542,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 05:00:00,28.03,-0.31,0.15,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13543,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 06:00:00,28.14,-0.2,0.17,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13544,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 07:00:00,28.19,-0.15,0.18,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13545,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 08:00:00,28.15,-0.19,0.23,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13546,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 09:00:00,28.28,-0.06,0.33,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13547,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 10:00:00,28.52,0.18,0.21,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13548,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 11:00:00,28.6,0.26,0.34,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13549,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 12:00:00,28.76,0.42,0.27,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13550,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 13:00:00,28.89,0.55,0.25,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13551,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 14:00:00,28.87,0.53,0.23,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13552,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 15:00:00,28.98,0.64,0.47,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13553,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 16:00:00,28.91,0.57,0.13,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13554,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 17:00:00,28.92,0.58,0.39,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13555,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 18:00:00,28.59,0.25,0.18,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13556,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 19:00:00,28.41,0.07,0.31,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13557,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 20:00:00,28.4,0.06,0.46,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13558,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 21:00:00,28.54,0.2,0.19,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13559,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 22:00:00,28.3,-0.04,0.43,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13560,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-20 23:00:00,28.07,-0.27,0.46,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13561,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 00:00:00,27.94,-0.4,0.47,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13562,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 01:00:00,28.06,-0.28,0.45,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13563,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 02:00:00,27.95,-0.39,0.32,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13564,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 03:00:00,27.72,-0.62,0.28,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13565,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 04:00:00,27.74,-0.6,0.31,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13566,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 05:00:00,28.05,-0.29,0.4,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13567,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 06:00:00,27.96,-0.38,0.46,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13568,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 07:00:00,27.94,-0.4,0.39,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13569,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 08:00:00,28.06,-0.28,0.27,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13570,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 09:00:00,28.46,0.12,0.4,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13571,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 10:00:00,28.45,0.11,0.36,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13572,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 11:00:00,28.76,0.42,0.15,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13573,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 12:00:00,28.76,0.42,0.2,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13574,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 13:00:00,28.77,0.43,0.15,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13575,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 14:00:00,28.88,0.54,0.41,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13576,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 15:00:00,29.17,0.83,0.36,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13577,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 16:00:00,28.75,0.41,0.21,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13578,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 17:00:00,29.0,0.66,0.34,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13579,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 18:00:00,28.84,0.5,0.31,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13580,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 19:00:00,28.58,0.24,0.2,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13581,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 20:00:00,28.61,0.27,0.15,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13582,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 21:00:00,28.43,0.09,0.16,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13583,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 22:00:00,28.26,-0.08,0.29,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13584,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-21 23:00:00,28.1,-0.24,0.32,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13585,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-22 00:00:00,28.18,-0.16,0.4,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13586,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-22 01:00:00,27.97,-0.37,0.47,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13587,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-22 02:00:00,27.79,-0.55,0.46,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13588,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-22 03:00:00,27.9,-0.44,0.12,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
13589,19,Cochin Fishing Harbor (Thoppumpady),Kerala,9.968,76.243,2026-08-22 04:00:00,27.71,-0.63,0.2,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
